year,Country Type,Country/City,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",Education function expenditure (in IDR),Human Development Index,Monthly Per Capita Household Education Expenditure (in IDR),Net Enrollment Ratio: Junior Secondary (in %),Net Enrollment Ratio: Primary (in %),Net Enrollment Ratio: Senior Secondary (in %),Number of schools at junior secondary level,Number of schools at primary level,Number of schools at Senior Secondary level,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)","Number of Student: Primary Level (in number of people, 2009 data only)","Number of Student: Senior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Primary Level (in number of people, 2009 data only)","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",Total Specific Allocation Grant for Education (in IDR Billion)
2007,Kab,Subang,0.0,0.0,0.0,314792756143.0,70.02611999999999,10015.0,71.01,96.34999999999991,33.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.409000000000002
2008,Kab,Subang,0.0,0.0,0.0,383800000000.0,70.43009,0.0,67.8,97.44,32.35,159.0,930.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,35.618
2009,Kab,Subang,71.54544,67.21382,74.22069999999991,427193645461.69,0.0,20200.0,65.11,90.76,32.26,0.0,0.0,0.0,16932.0,144279.0,4133.0,2485.0,8965.0,1702.0,48.776
2010,Kab,Subang,0.0,0.0,0.0,490499946341.0,0.0,16313.0,79.06,95.2,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Subang,0.0,0.0,0.0,661199965368.0,71.5,21363.0,69.05,91.28,41.01,186.0,977.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Subang,0.0,0.0,0.0,700300000000.0,0.0,29142.0,69.94,93.46,48.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Subang,0.0,0.0,0.0,0.0,72.1,39930.84,78.641281,98.74379,48.259079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Subang,0.0,0.0,0.0,0.0,0.0,29673.87,79.55,99.06,48.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Subang,0.0,0.0,0.0,0.0,0.0,0.0,81.78,97.28,41.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Subang,0.0,0.0,0.0,0.0,0.0,0.0,81.14,95.29,51.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Subang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Kota,Subulussalam,0.0,0.0,0.0,0.0,68.2811,8381.0,67.76,95.93,58.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Kota,Subulussalam,0.0,0.0,0.0,30560000000.0,68.4232,0.0,57.71,92.4,40.42,18.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.426
2009,Kota,Subulussalam,73.27631,63.725,70.00686,47253804247.0,0.0,14314.0,70.52,97.42,54.64,0.0,0.0,0.0,1942.0,12851.0,1296.0,5.0,9.0,2.0,3.426
2010,Kota,Subulussalam,0.0,0.0,0.0,56592062454.0,0.0,7797.0,76.65,98.41,62.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kota,Subulussalam,0.0,0.0,0.0,72655762876.0,69.63,5807.0,71.97,91.73,50.8,27.0,83.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kota,Subulussalam,0.0,0.0,0.0,79060000000.0,0.0,8450.0,74.73,93.27,58.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kota,Subulussalam,0.0,0.0,0.0,0.0,70.6,8195.62,77.529022,95.879745,67.672325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,10664.42,84.74,97.62,80.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,79.85,99.25,73.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,92.26,98.54,79.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kota,Subulussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,2202.0,42.3,90.89,21.82,180.0,1636.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,1549.0,43.42,91.19,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,2668.0,48.35,92.87,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,2446.0,46.44,92.4,25.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,3842.0,44.01,91.5,31.21,230.0,1545.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Sukabumi,0.0,0.0,0.0,180409434360.0,0.0,2891.0,45.06,91.64,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Sukabumi,0.0,0.0,0.0,182969630906.0,0.0,3693.0,50.11,92.12,23.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Sukabumi,0.0,0.0,0.0,224454020376.0,0.0,7711.0,57.22,93.08,25.28,264.0,1478.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Kab,Sukabumi,0.0,0.0,0.0,252279260028.0,67.9112899999999,7454.0,51.02,91.4,27.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Kab,Sukabumi,0.0,0.0,0.0,0.0,68.69676,7747.0,50.77,88.23,17.35,281.0,1472.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Kab,Sukabumi,0.0,0.0,0.0,334600888760.0,68.8780699999999,10102.0,50.54,95.76,28.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2007,Kab,Sukabumi,0.0,0.0,0.0,427997639039.0,69.2099999999999,6483.0,60.4,93.11,33.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.803000000000004
2008,Kab,Sukabumi,0.0,0.0,0.0,486600000000.0,69.66405999999999,0.0,63.25,95.33,32.3,365.0,1332.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,50.365
2009,Kab,Sukabumi,71.60124999999991,64.64719000000001,72.87918999999991,613091615000.0,0.0,15494.0,66.15,95.9,33.71,0.0,0.0,0.0,16733.0,298449.0,4640.0,2772.0,10668.0,1560.0,62.641999999999996
2010,Kab,Sukabumi,0.0,0.0,0.0,666811166847.0,0.0,14667.0,66.23,96.19,33.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Sukabumi,0.0,0.0,0.0,904320723128.0,71.06,17559.0,65.65,94.17,30.58,470.0,1487.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Sukabumi,0.0,0.0,0.0,916700000000.0,0.0,21776.0,73.94,93.61,44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Sukabumi,0.0,0.0,0.0,0.0,71.96,21280.61,73.587997,98.734367,46.791527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,23864.14,77.81,98.94,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,75.76,99.65,43.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,81.92,99.89,46.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,6641.0,75.39,92.86,66.67,44.0,210.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,4019.0,75.88,93.91,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,8325.0,65.17,91.98,52.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,5892.0,82.87,93.55,62.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,6839.0,69.91,89.34,48.05,51.0,207.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kota,Sukabumi,0.0,0.0,0.0,42294826080.0,0.0,11685.0,68.36,95.14,46.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kota,Sukabumi,0.0,0.0,0.0,49579754779.0,0.0,11686.0,72.91,93.84999999999991,47.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kota,Sukabumi,0.0,0.0,0.0,51710598864.0,0.0,14822.0,64.0999999999999,92.34999999999991,47.81,44.0,174.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
2004,Kota,Sukabumi,0.0,0.0,0.0,57999767962.0,71.82077,19992.0,81.73,93.99,61.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
2005,Kota,Sukabumi,0.0,0.0,0.0,63663765357.0,72.4072,18821.0,69.59,89.64,53.65,50.0,146.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29
2006,Kota,Sukabumi,0.0,0.0,0.0,75498126378.0,72.99883,30428.0,82.92,97.05,58.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2007,Kota,Sukabumi,0.0,0.0,0.0,108471379080.0,73.66,23662.0,61.89,95.27,45.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115
2008,Kota,Sukabumi,0.0,0.0,0.0,126100000000.0,74.17298000000001,0.0,57.12,95.18,50.0,37.0,115.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.747
2009,Kota,Sukabumi,76.07590999999991,68.61991,76.87276,139206582000.0,0.0,26168.0,69.37,89.02,44.04,0.0,0.0,0.0,4154.0,42274.0,3419.0,756.0,1624.0,947.0,10.747
2010,Kota,Sukabumi,0.0,0.0,0.0,179834974380.0,0.0,31941.0,72.16,98.58,45.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kota,Sukabumi,0.0,0.0,0.0,0.0,75.36,28773.0,81.44,92.26,50.94,54.0,151.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kota,Sukabumi,0.0,0.0,0.0,243500000000.0,0.0,34041.0,75.21,92.28,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kota,Sukabumi,0.0,0.0,0.0,0.0,76.16,39087.75,72.181938,93.793777,51.472763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,50244.16,82.51,94.37,65.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,91.74,97.6,71.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,75.07,98.61,74.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kota,Sukabumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Sukamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
