year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2005,Kota,Solok,2417580477.0,27155601996.0,5972766942.0,34938372075.0,1443931538.0,45116049134.0,28208634673.0,5543958658.0,293801.0,11908453140.0,6141077457.0,50641315366.0,0.0,0.0,1646512033.0,112146629492.0,0.0,2077579836.0
2006,Kota,Solok,6360533958.0,47543326805.0,4279352451.0,45498848109.0,2891000382.0,68280495731.0,41370030117.0,9478537994.0,343759.0,9315124687.0,8732138477.0,72433837706.0,0.0,0.0,1042621551.0,170079333105.0,0.0,1457102037.0
2007,Kota,Solok,7743833257.0,74507147496.0,4426637957.0,67082477342.0,5764648035.0,68502005288.0,46035877533.0,17973955232.0,406158.0,0.0,8836069644.0,101345368578.0,4040854187.0,0.0,4039214483.0,230724463251.0,0.0,1303062780.0
2008,Kota,Solok,4990765156.35,87216922542.0,6226950093.98,68887412061.62,11656755183.73,106198809741.62,61063875604.0,15346418890.36,0.0,4887390515.86,14721204840.0,125477634721.0,12180007939.53,0.0,1019447937.58,455733945063.0,0.0,4862407982.85
2009,Kota,Solok,11592570115.0,85894011260.0,6998141421.0,120294363450.0,17332806103.0,101699289254.0,59876483610.0,34081215726.0,566785.0,4973727000.0,16733213613.0,142262519613.0,13450052220.0,0.0,4263592931.0,304766228096.0,0.0,1126325050.0
2010,Kota,Solok,10019337303.0,49987905437.0,5805630862.0,107401406287.0,12695791884.0,114273892112.0,72221285674.0,24667039576.0,615353.0,4124158359.0,23517625118.0,163847071329.0,8121936582.0,0.0,4034205031.0,309573887558.0,0.0,958493602.0
2011,Kota,Solok,9920941580.0,61945809977.0,6778686824.0,138463382261.0,12609964963.0,108247353821.0,90441637142.0,28144685516.0,906494.0,3682366047.0,21587258502.0,183376848873.0,8262159028.0,0.0,4474312454.0,357351554494.0,0.0,1741073700.0
2012,Kota,Solok,10066925685.0,104394000000.0,5747155724.0,155495486746.0,11051046930.0,100503919265.0,76384051153.0,27518876604.0,987842.0,5073036296.0,7812948847.0,209269000000.0,7451443443.0,0.0,3794306319.0,397860000000.0,0.0,1122532900.0
2001,Kab,Soppeng,4645274763.0,7521780405.0,752310767.0,50534670316.0,490420000.0,24324895861.0,14241972703.0,7217250903.0,125842.0,685421735.0,6489427126.0,69466416406.0,5000000.0,101780000.0,40000000.0,97719596640.0,0.0,1249100680.0
2002,Kab,Soppeng,4899605254.0,20784223478.0,2210048695.0,68887524570.0,939268300.0,32995969481.0,22151639242.0,10215167799.0,146508.0,3518245710.0,11556363248.0,94649220389.0,1721296107.0,160926100.0,127050000.0,149141446357.0,0.0,1694507021.0
2003,Kab,Soppeng,7244124400.0,22786264343.0,1783505724.0,37129848300.0,3676289454.0,90379505406.0,31901416829.0,11606564559.0,161474.0,0.0,6401105060.0,110302637264.0,0.0,0.0,0.0,171391423496.0,0.0,1440305349.0
2004,Kab,Soppeng,7596118428.0,17852102188.0,2565706536.0,40629284743.0,2801251933.0,96135147769.0,25997805764.0,12452903888.0,159612.0,0.0,9100639629.0,124161865698.0,0.0,0.0,0.0,177112413279.0,0.0,1689991022.0
2005,Kab,Soppeng,10429928236.0,29968180806.0,1680485074.0,44407331760.0,10329245946.0,106612368395.0,31569199822.0,14032875783.0,173441.0,0.0,15698324174.0,124358402731.0,0.0,0.0,0.0,201594107533.0,0.0,1488935586.0
2006,Kab,Soppeng,18110822021.0,88209651861.0,6040682677.0,62915572388.0,32728667782.0,140120149053.0,60183889164.0,23420887578.0,214921.0,0.0,14743085127.0,157792269306.0,0.0,0.0,0.0,320928895458.0,0.0,2703415895.0
2007,Kab,Soppeng,20628470469.0,115557711848.0,2280969646.0,73120239299.0,29993481678.0,157502986931.0,49458965359.0,27528755127.0,244210.0,0.0,24690152955.0,175050454762.0,5425540645.0,0.0,0.0,364757284924.0,0.0,3384029727.0
2008,Kab,Soppeng,53713573125.0,135954041254.0,3676689184.7,84614428037.5,5954869311.38,200099578677.09,63261737600.0,31092753223.22,0.0,205458052.83,33581248796.0,231545222615.0,5002303360.19,0.0,3016571955.0,461107077531.0,0.0,4274816181.63
2009,Kab,Soppeng,28517434040.0,224529448647.0,2983575419.0,119541829593.0,4780687460.0,199910074872.0,72188607405.0,46961861767.0,371996.0,10000000.0,42558149339.0,278919308052.0,6074794410.0,0.0,7148619651.0,618195513443.0,0.0,3317488200.0
2010,Kab,Soppeng,0.0,77302748566.0,0.0,0.0,0.0,0.0,58957412556.0,0.0,328401.0,0.0,29720716849.0,328876786235.0,0.0,0.0,0.0,494857664206.0,0.0,0.0
2011,Kab,Soppeng,0.0,111146742884.0,0.0,0.0,0.0,0.0,75793022934.0,0.0,381950.0,0.0,23516262234.0,363865225130.0,0.0,0.0,0.0,574321253182.0,0.0,0.0
2012,Kab,Soppeng,35093438217.0,78923645829.0,4677751319.0,299990712871.0,2276373052.0,138710218387.0,89543704802.0,55193595201.0,430976.0,0.0,33127097306.0,415636552063.0,7724524122.0,0.0,10072731423.0,617231000000.0,0.0,5115676189.0
2004,Kab,Sorong Selatan,6309741249.0,56969853269.0,4794021587.0,26177872649.0,0.0,72074794578.0,32739798048.0,9855020771.0,0.0,0.0,4470720000.0,47896783047.0,0.0,0.0,0.0,142077154364.0,0.0,2197263195.0
2005,Kab,Sorong Selatan,8581165074.0,104397634148.0,7524606663.0,44782743591.0,0.0,125586119842.0,65726449483.0,17189970000.0,0.0,0.0,30227125250.0,47882337822.0,0.0,0.0,0.0,248233546703.0,0.0,2546138226.0
2006,Kab,Sorong Selatan,12258042625.0,278496308355.0,11895444427.0,80542435763.0,0.0,192881344930.0,140634170044.0,30613170063.0,266894.0,0.0,14612178000.0,60514212508.0,0.0,0.0,0.0,494256868907.0,0.0,3047341079.0
2007,Kab,Sorong Selatan,25078436753.0,307320068972.0,27098466714.0,62021174425.0,4694094111.0,193574549449.0,85740383543.0,51273656349.0,235594.0,0.0,25777250000.0,137882619167.0,4748654000.0,0.0,8039679300.0,556720321682.0,0.0,4775718057.0
2008,Kab,Sorong Selatan,24205931684.77,303965590860.0,32164781221.54,120119581140.08,5666609167.81,172075786659.47,109099466645.0,44037495080.66,0.0,7281230916.19,31350000000.0,156180633849.0,5670209288.38,0.0,16282420008.38,820423783497.0,0.0,7290085540.63
2009,Kab,Sorong Selatan,19017336517.0,467259155783.0,29138161776.0,94894078972.0,4302074995.0,151247763240.0,98062754464.0,61102611078.0,288147.0,0.0,27375865000.0,188342830590.0,6263411906.0,0.0,14782425013.0,781040605837.0,0.0,3549383186.0
2010,Kab,Sorong Selatan,16718487741.0,206468014333.0,41650834602.0,74889288492.0,5754187237.0,207253240704.0,103849889879.0,43093555489.0,618137.0,0.0,59820188640.0,132607308810.0,8231194773.0,0.0,13231143307.0,502745401662.0,0.0,2807340287.0
2011,Kab,Sorong Selatan,20513821869.0,188345302995.0,23076551837.0,76332869856.0,4997180153.0,210051951502.0,112008561936.0,42631652523.0,502496.0,0.0,64650635952.0,145510430905.0,9807787849.0,0.0,5647424628.0,510514931788.0,0.0,3107567076.0
2012,Kab,Sorong Selatan,25252883193.0,227434000000.0,20082669844.0,93035943280.0,6857251903.0,239265242581.0,163233000000.0,57790801752.0,486227.0,0.0,48211000000.0,166206000000.0,8114651500.0,0.0,16323106754.0,605084000000.0,0.0,3912765683.0
2001,Kab,Sorong,9949083834.0,15556815777.0,7691117394.0,57627731887.0,629600000.0,135051605646.0,78502212922.0,21102463843.0,140732.0,1107730000.0,57036692100.0,98919807303.0,220000000.0,0.0,1075130326.0,250015528102.0,0.0,0.0
2002,Kab,Sorong,19005461149.0,37584905876.0,5012152736.0,61024251011.0,0.0,164011774723.0,145917985161.0,21579772759.0,0.0,2794434790.0,66725661237.0,103451404365.0,0.0,0.0,1249999769.0,353679956639.0,0.0,0.0
2005,Kab,Sorong,20347560187.0,47487929083.0,4450910622.0,40921126583.0,4899677941.0,136542594037.0,92066177431.0,28817432023.0,0.0,0.0,16886029500.0,100461293442.0,0.0,0.0,943254379.0,256901429456.0,0.0,747753380.0
2006,Kab,Sorong,24875731502.0,146778112543.0,8288625114.0,88456402850.0,0.0,216796937882.0,157416942780.0,31335002972.0,253524.0,0.0,27931367000.0,117977650807.0,0.0,0.0,1195770193.0,450104073130.0,0.0,894424654.0
2008,Kab,Sorong,40320951859.72,270038158200.0,21421817546.14,130068298556.99,2804697937.95,293079385508.62,234112828900.0,101841762863.33,0.0,976247460.29,29088217000.0,199562140900.0,5843418256.16,0.0,5185052832.96,893816613503.0,0.0,4622839242.43
2009,Kab,Sorong,37955877000.0,205649075490.0,21213321000.0,119996245000.0,969920000.0,323845562100.0,211409425292.0,73023233900.0,252907.0,0.0,52266161750.0,229557214463.0,6381466000.0,0.0,5609879000.0,698881876995.0,0.0,5351135000.0
2010,Kab,Sorong,37280926147.0,152933394934.0,10263748159.0,102857055659.0,1080128000.0,264376289615.0,176102559385.0,54726712039.0,354993.0,0.0,34504819050.0,227022712567.0,3337114038.0,0.0,3777134102.0,590563485936.0,0.0,3030831788.0
2011,Kab,Sorong,38397591644.0,179217230535.0,18693722776.0,132494227565.0,0.0,363782927669.0,217031462739.0,67354271734.0,487050.0,1749708000.0,80517727515.0,261172588976.0,4670538127.0,0.0,4529081607.0,737939009765.0,0.0,3587379647.0
2012,Kab,Sorong,47664333738.0,225472000000.0,27489141017.0,159949635174.0,0.0,404940425110.0,292929000000.0,100022723397.0,500859.0,1166472174.0,62434000000.0,308708000000.0,5814541934.0,0.0,7763986324.0,889543000000.0,0.0,4963985164.0
2001,Kota,Sorong,4076467000.0,25213016371.0,5804473059.0,20568157218.0,6215372500.0,54154543490.0,38618226104.0,4499313339.0,0.0,5334128789.0,18813265455.0,29672447229.0,284950000.0,0.0,300000000.0,112316955158.0,0.0,400000000.0
2002,Kota,Sorong,5054400000.0,45623334136.0,5376235966.0,43942239589.0,15005219274.0,71673213960.0,62735225978.0,9477656866.0,0.0,11918597799.0,18595830160.0,62805297329.0,995521450.0,0.0,1497214864.0,189759687603.0,0.0,1090401200.0
2004,Kota,Sorong,5847056530.0,42838732439.0,12551788137.0,16691664518.0,5133942553.0,117068588867.0,94664463991.0,20387059762.0,307902.0,1139317900.0,36067914159.0,48865246865.0,450000000.0,0.0,4245183966.0,222436357454.0,0.0,1582296931.0
2005,Kota,Sorong,4511348932.0,86650716164.0,4150602880.0,53950516531.0,1399215944.0,141011320043.0,103805393839.0,17921719240.0,423760.0,0.0,13105726824.0,80277382058.0,0.0,0.0,3011633365.0,283839218885.0,0.0,1119156873.0
2006,Kota,Sorong,7462072840.0,105970592368.0,8215158419.0,59652948998.0,1588208247.0,163759129042.0,117642562084.0,23208266150.0,416929.0,0.0,27689510000.0,98907527173.0,0.0,0.0,4367741207.0,350210191625.0,0.0,1319762965.0
2008,Kota,Sorong,16831774240.42,158940258757.0,12874734161.5,136579649112.55,20700317506.01,161387229651.84,172780154459.0,57026048934.92,0.0,0.0,21911437015.0,134957535760.0,3470849666.64,0.0,4167984251.65,489415228798.0,0.0,2377910581.46
2010,Kota,Sorong,0.0,124146911136.0,0.0,0.0,0.0,0.0,203127419185.0,0.0,912082.0,0.0,22072292995.0,177873827290.0,0.0,0.0,0.0,527220450606.0,0.0,0.0
2011,Kota,Sorong,14895148865.0,112908018434.0,11644639153.0,152966232661.0,20247650599.0,208846297499.0,176376148536.0,56942274409.0,937761.0,155810000.0,22474489225.0,236205382411.0,3232746768.0,0.0,7529430369.0,547964038606.0,0.0,3293489387.0
2012,Kota,Sorong,14345537522.0,144316000000.0,14247673871.0,168423910013.0,29999920304.0,254764781191.0,183489000000.0,69367740469.0,1141774.0,56382002.0,57109000000.0,272499000000.0,2977234477.0,0.0,7231128772.0,657413000000.0,0.0,2949069248.0
2001,Kab,Sragen,6932118925.0,28397434838.0,3648903178.0,142480174360.0,1129303725.0,45486518578.0,26821617602.0,16203481886.0,110268.0,6824350024.0,8325976376.0,186863466914.0,70000000.0,329800000.0,909204684.0,250408495730.0,0.0,360774500.0
2002,Kab,Sragen,9553860469.0,35715937795.0,6259755211.0,142305040260.0,604575000.0,51018261807.0,34923204380.0,20917669548.0,141666.0,6900557075.0,9714264708.0,195729625181.0,507977630.0,382800000.0,1347611431.0,276083032064.0,0.0,441830000.0
2003,Kab,Sragen,11943072441.0,67900735296.0,20403731053.0,174156390839.0,741896920.0,76563684301.0,54277965277.0,27728884076.0,166178.0,13193651650.0,26225973612.0,235652499790.0,1185158800.0,591000000.0,1687671888.0,384057173975.0,0.0,1526890000.0
2004,Kab,Sragen,11502638772.0,43164370240.0,5269528864.0,191139725089.0,879079542.0,91953032612.0,41382818077.0,31164671140.0,163116.0,0.0,23660050079.0,272128680133.0,0.0,0.0,916609930.0,380335918529.0,0.0,0.0
2005,Kab,Sragen,10818509922.0,57196313055.0,13418749914.0,194735791957.0,4112817519.0,93440621914.0,69685093981.0,33967206686.0,190600.0,0.0,403216003.0,276590137658.0,0.0,0.0,988854856.0,403874760697.0,0.0,2158801539.0
2006,Kab,Sragen,19060879551.0,113623239492.0,8069727098.0,242991427284.0,2122487280.0,136537199374.0,110736776520.0,53912943419.0,241151.0,0.0,34695807223.0,333327907245.0,0.0,0.0,7756983385.0,592383730480.0,0.0,2501288964.0
2007,Kab,Sragen,26055270076.0,174427587847.0,15360432769.0,280799998420.0,8728925945.0,169839227905.0,89896310195.0,65820433707.0,271824.0,50000000.0,47424699116.0,382149382689.0,3833555251.0,0.0,572543512.0,693897979847.0,0.0,2262859432.0
2008,Kab,Sragen,27921649009.07,170554064830.0,14474203381.76,383594186509.11,11481441122.45,184099521178.92,90752264193.0,74137532516.6,0.0,50562627.57,57118943402.0,487606419758.0,5528682391.55,0.0,1882899027.05,966030265426.0,0.0,2409373976.3
2009,Kab,Sragen,28440556000.0,114000406625.0,25184323000.0,395937687000.0,10967166000.0,163847470000.0,99126394816.0,81486403000.0,363706.0,25250000.0,75913029950.0,536005347299.0,7227728000.0,0.0,2396100000.0,825045178690.0,0.0,2556174000.0
2010,Kab,Sragen,29288229045.0,86363572161.0,30356070369.0,481805049467.0,11687076211.0,178561830626.0,115895354270.0,97713389098.0,368656.0,64424000.0,64749325578.0,636708291553.0,5860454234.0,0.0,2504046101.0,903716543562.0,0.0,3080696352.0
2011,Kab,Sragen,31375389938.0,70836780279.0,27484607495.0,579435277609.0,11070215605.0,182662294745.0,139932992524.0,118529461371.0,472823.0,29876000.0,65897776486.0,754187315455.0,6187044634.0,0.0,2570001214.0,1030854864744.0,0.0,3370131562.0
2012,Kab,Sragen,37841411201.0,125506000000.0,31069920519.0,635018577787.0,19103652559.0,242170419800.0,162731000000.0,154356035788.0,554826.0,281973069.0,90861659800.0,818331000000.0,6608749642.0,0.0,3800231992.0,1197429659800.0,0.0,5530524900.0
2001,Kab,Subang,4205733206.0,40648144492.0,9374903134.0,148361650808.0,863806000.0,55500850588.0,44385573596.0,28462581053.0,140524.0,5618323972.0,4912170533.0,198792554679.0,278837500.0,2282082400.0,218559000.0,288738443301.0,0.0,823451944.0
2002,Kab,Subang,10640340307.0,49440192820.0,11653792913.0,157135556190.0,3055726809.0,68693547208.0,58621737911.0,36171672040.0,165789.0,7578495790.0,7762524767.0,221011246451.0,1331032621.0,3001035600.0,613984919.0,336835701949.0,0.0,2575134468.0
2003,Kab,Subang,19853099273.0,174054645060.0,13798303392.0,194120651954.0,4739730993.0,122770816339.0,36043251095.0,48192468213.0,195075.0,0.0,17588576600.0,250619410006.0,0.0,0.0,288341206.0,478305882762.0,0.0,3676867699.0
2004,Kab,Subang,12704087658.0,2869940344.0,8298364416.0,185895843887.0,1923856770.0,92059403179.0,40778356598.0,35608548056.0,187207.0,0.0,22466038695.0,282119526257.0,0.0,0.0,1075193144.0,348233861895.0,0.0,0.0
2005,Kab,Subang,20023929564.0,144888207233.0,12143243049.0,201165447608.0,2626579191.0,140251484756.0,47504320729.0,47141890956.0,219384.0,0.0,19792296670.0,289728396889.0,0.0,0.0,1587488677.0,501913221521.0,0.0,3044249037.0
2006,Kab,Subang,28222382444.0,133933462910.0,18056402987.0,253350362491.0,3923258578.0,196469618477.0,113482909464.0,64064505766.0,264033.0,0.0,12734914463.0,449975789352.0,0.0,0.0,3267379668.0,710127076188.0,0.0,4117183631.0
2007,Kab,Subang,38009544913.0,193910095877.0,22183509126.0,314792756143.0,5927921741.0,243563309206.0,139203916586.0,98223657245.0,287501.0,0.0,105842178003.0,455867671020.0,4614635577.0,0.0,4614063313.0,894823861486.0,0.0,5421840272.0
2008,Kab,Subang,37225453436.21,198796145614.0,20311426442.14,383779269473.48,5630357021.59,317155083034.7,119965538189.0,103186994076.19,0.0,0.0,163250610654.0,568433370258.0,7504404576.32,0.0,3287769781.71,1277506052331.0,0.0,4939760119.59
2009,Kab,Subang,41773212993.3,232660448584.0,19974185094.8,427193645461.69,2969415541.95,304939178333.25,114668921540.0,112708876975.7,420710.0,26307579104.6,158019788223.0,648737430273.0,4668335224.45,0.0,0.0,1154086588620.0,0.0,5653298739.8
2010,Kab,Subang,43546848201.0,148249417812.0,24377358520.0,490499946341.0,43846036992.0,391581331566.0,149116478936.0,118426618766.0,398305.0,0.0,189276886427.0,752712292854.0,5304628318.0,0.0,3502317303.0,1239355076029.0,0.0,7648788274.0
2011,Kab,Subang,47230836174.0,184706770168.0,23581800059.0,661199965368.0,45728707409.0,314169856953.0,199748779545.0,122889289134.0,477097.0,0.0,133339615799.0,834000392444.0,6115510981.0,0.0,3830890689.0,1351795557956.0,0.0,6683810651.0
2012,Kab,Subang,56268868773.0,230142000000.0,31382101939.0,700337491522.0,50994101261.0,328878973952.0,176329000000.0,156886731330.0,581294.0,0.0,131861000000.0,943278000000.0,7399768396.0,0.0,4831804545.0,1481610000000.0,0.0,7450123668.0
2008,Kota,Subulussalam,8715670827.7,30649972432.0,4339296571.68,30563390870.03,1708631573.13,79575884092.94,37899333511.0,10203336033.06,0.0,0.0,24920213206.0,59527885000.0,1771250214.89,0.0,0.0,198737832364.0,0.0,0.0
2010,Kota,Subulussalam,16914463452.0,86473311900.0,6407768978.0,56592062454.0,3497402898.0,130247075371.0,55685946523.0,31773468966.0,382284.0,0.0,45064486784.0,89857597143.0,4806876119.0,0.0,4193220334.0,277081342350.0,0.0,0.0
2011,Kota,Subulussalam,15455922656.0,99212262694.0,8746578079.0,72655762876.0,4675685383.0,117022900538.0,60516305923.0,24185897294.0,435253.0,0.0,33590298267.0,123147540862.0,4990021992.0,0.0,6578107036.0,316466407746.0,0.0,0.0
2012,Kota,Subulussalam,23609351877.0,61788343756.0,11638760764.0,79061651083.0,5262783220.0,114598264403.0,70827667794.0,24356119247.0,430994.0,0.0,29220502250.0,144448000000.0,6423916602.0,0.0,7566650176.0,306284513800.0,0.0,0.0
2001,Kab,Sukabumi,8984847785.0,67521366530.0,10247215815.0,180409434360.0,819600000.0,70400489727.0,46930285035.0,24854595857.0,108779.0,7748998528.0,25779184258.0,223088750186.0,1071911600.0,2730000000.0,760000000.0,363319586009.0,0.0,1539083699.0
2002,Kab,Sukabumi,13763757937.0,82934012692.0,11465571991.0,182969630906.0,3564931820.0,92587809104.0,62313790182.0,29052172148.0,146892.0,12624442285.0,33783154866.0,238888359624.0,2710472000.0,3948000000.0,2004213787.0,417919317364.0,0.0,2145665952.0
2003,Kab,Sukabumi,17786776380.0,51117244823.0,7342778831.0,224454020376.0,3717536288.0,128070299683.0,175133202466.0,39503435646.0,170001.0,34986997978.0,12014568790.0,291331728518.0,0.0,0.0,2019332129.0,529596744597.0,0.0,2559996579.0
2004,Kab,Sukabumi,19143817035.0,39902497599.0,10828853857.0,252279260028.0,7678356521.0,141928691986.0,191503128266.0,39070437514.0,167166.0,18366454297.0,17277833345.0,325881748670.0,0.0,0.0,2076773306.0,574565207880.0,0.0,3107919925.0
2006,Kab,Sukabumi,38519898399.0,61309824329.0,23203673211.0,334600888760.0,19436167025.0,225271109614.0,37672034182.0,89583927146.0,227185.0,39342097718.0,295458226074.0,489396990429.0,0.0,0.0,3684561809.0,883837075014.0,0.0,8240196403.0
2007,Kab,Sukabumi,50350089712.0,0.0,30499084943.0,427997639039.0,20745520485.0,257464599329.0,0.0,114775065031.0,232508.0,33003894677.0,0.0,1075158943373.0,7636655132.0,0.0,2640593624.0,1075158943373.0,0.0,3212084344.0
2008,Kab,Sukabumi,47483997456.27,149046526061.0,36357962148.79,486597606933.17,14786451482.64,291993763767.23,285428511472.0,151481132994.72,0.0,10541918138.77,104859734644.0,705812446954.0,6703232681.47,0.0,22181675627.95,1428198392503.0,0.0,2090508802.14
2009,Kab,Sukabumi,44980827000.0,226407006517.0,20827336000.0,613091615000.0,4375119000.0,323727670936.0,223885617425.0,160624366000.0,320658.0,4844483000.0,157844168912.0,778926729952.0,8911913000.0,0.0,3434261000.0,1387063522806.0,0.0,4348387000.0
2010,Kab,Sukabumi,58941798057.0,258510711863.0,30001228930.0,666811166847.0,3073657661.0,428161989610.0,189379725682.0,196983800159.0,320640.0,0.0,240182600370.0,932937743986.0,11384149499.0,0.0,5255737245.0,1621010781901.0,0.0,27806629900.0
2011,Kab,Sukabumi,66103462562.0,202654073240.0,32972072707.0,904320723128.0,4810211414.0,413117468834.0,396752850871.0,224821059163.0,404728.0,10691280400.0,203536189152.0,1046613371054.0,8011239612.0,0.0,10364537423.0,1849556484317.0,0.0,7955658180.0
2012,Kab,Sukabumi,73812884236.0,268721000000.0,36582329902.0,916726693785.0,6381954048.0,404696244214.0,432306000000.0,291562961635.0,471633.0,10781236987.0,164589341302.0,1133490000000.0,11783138168.0,0.0,13615234109.0,1999106341302.0,0.0,15047871002.0
2001,Kota,Sukabumi,978581452.0,9937829285.0,3668805476.0,42294826080.0,511676500.0,29889260803.0,16163128567.0,18388067606.0,175031.0,2740829516.0,12066427952.0,70621839970.0,190000000.0,609000000.0,685154878.0,108789225774.0,0.0,135000000.0
2002,Kota,Sukabumi,1809372687.0,26876523810.0,7038672001.0,49579754779.0,1149100000.0,40961822219.0,43901660362.0,24422170448.0,220166.0,10572014877.0,7489776151.0,77265282793.0,415000000.0,1455000000.0,1047330932.0,155533243116.0,0.0,275000000.0
2003,Kota,Sukabumi,1621102068.0,43987247851.0,3581552818.0,51710598864.0,6193096580.0,74157108515.0,46752756650.0,30262350171.0,224685.0,0.0,12855339280.0,98458765331.0,0.0,0.0,809353003.0,202054109112.0,0.0,0.0
2004,Kota,Sukabumi,2014908229.0,34815208550.0,2812252337.0,57999767962.0,25100296088.0,77030016385.0,45289825457.0,33316463475.0,228108.0,0.0,15958982787.0,119110567764.0,0.0,0.0,799632291.0,215174584558.0,0.0,697933281.0
2005,Kota,Sukabumi,2409167994.0,38844354909.0,2825812095.0,63663765357.0,21939475986.0,76069293654.0,52177500113.0,39708882844.0,328836.0,0.0,12142102364.0,120557436910.0,0.0,0.0,1002583771.0,223721394296.0,0.0,1147262335.0
2006,Kota,Sukabumi,5347714155.0,76006467795.0,3661577060.0,75498126378.0,42521703594.0,112880731857.0,73558454259.0,50064498615.0,396341.0,0.0,15553455000.0,149453156449.0,0.0,0.0,1209123888.0,314571533503.0,0.0,2235064150.0
2007,Kota,Sukabumi,212498185743.0,133693457436.0,4145113159.0,108471379080.0,0.0,139597128025.0,183408880414.0,71844731980.0,436662.0,0.0,40701004411.0,243543766034.0,6001074294.0,0.0,1797691264.0,601347108295.0,0.0,0.0
2008,Kota,Sukabumi,7700140746.34,82065626715.0,4946663603.59,126095870132.64,16236293174.59,161329392597.32,97667712117.0,74113223873.07,0.0,0.0,33315458128.0,244449647602.0,6325559450.49,0.0,1579569661.4,527207440444.0,0.0,0.0
2009,Kota,Sukabumi,5992863000.0,155328729280.0,10467719000.0,139206582000.0,24558012000.0,153121272000.0,105876236763.0,97759366000.0,550085.0,3895891000.0,49716859813.0,286063178401.0,9136722000.0,0.0,5446261000.0,596985004257.0,0.0,633648000.0
2010,Kota,Sukabumi,7192845014.0,50596285951.0,8558551376.0,179834974380.0,21258620872.0,177010875105.0,110216774555.0,128179077345.0,637502.0,0.0,55330231600.0,352502044508.0,5076303185.0,0.0,8299333627.0,568645336614.0,0.0,0.0
2011,Kota,Sukabumi,0.0,56290977928.0,0.0,0.0,0.0,0.0,154249166430.0,0.0,612359.0,0.0,49025038600.0,364939250517.0,0.0,0.0,0.0,624504433475.0,0.0,0.0
2012,Kota,Sukabumi,10571684104.0,61371774294.0,9970990425.0,243464129551.0,21797528023.0,184245770081.0,203888000000.0,189848455538.0,690143.0,2016695637.0,42612225706.0,406564000000.0,9659867174.0,0.0,6594896828.0,714436000000.0,0.0,808524575.0
2003,Kab,Sukamara,4685689745.0,9814116906.0,619990450.0,9126782731.0,0.0,15900692924.0,13167958855.0,2956513616.0,0.0,825814900.0,3105661798.0,11602652509.0,0.0,76640000.0,110000000.0,37690390068.0,0.0,0.0
2004,Kab,Sukamara,12754748074.0,35382636197.0,299632438.0,15066457615.0,1490639000.0,30288552241.0,28465505065.0,5891677984.0,190856.0,5493973000.0,5738115851.0,23547932722.0,789677800.0,113300000.0,559473100.0,93134189835.0,0.0,0.0
2006,Kab,Sukamara,20054806171.0,147336846102.0,1308741478.0,26218835620.0,0.0,59465600983.0,50910265445.0,11262456585.0,339383.0,0.0,8065003992.0,28152762373.0,0.0,0.0,0.0,234464877912.0,0.0,0.0
2008,Kab,Sukamara,37096958773.76,196701220922.0,12236617142.27,49649525439.66,5609003509.96,96288581421.54,71792869101.0,24552912924.31,0.0,0.0,19475266943.0,57046115237.0,5849872892.15,0.0,304240385.87,479220278784.0,0.0,1010001328.2
2009,Kab,Sukamara,36785194850.0,391257068733.0,19306819472.0,71952187464.0,17564440640.0,100314155573.0,85132966428.0,29417475239.0,499482.0,0.0,12722775658.0,72844303372.0,8353761965.0,0.0,2128454312.0,561957114191.0,0.0,2105030149.0
2010,Kab,Sukamara,0.0,185081412150.0,0.0,0.0,0.0,0.0,80850073205.0,0.0,604425.0,0.0,28876868607.0,93060211982.0,0.0,0.0,0.0,387868565944.0,0.0,0.0
2011,Kab,Sukamara,33305206239.0,159941654614.0,9019834069.0,68586866996.0,8720240412.0,87470590743.0,81733606678.0,30156347141.0,768255.0,485664000.0,18887528653.0,106402749654.0,4422067903.0,0.0,3984433775.0,366965539599.0,0.0,1523638750.0
2012,Kab,Sukamara,43990267171.0,185451000000.0,11218887468.0,82949816662.0,2578640901.0,97158451618.0,97310778609.0,42894699691.0,881445.0,0.0,22218371721.0,122511849670.0,4593782465.0,0.0,5352138192.0,427492000000.0,0.0,0.0
2001,Kab,Sukoharjo,3711766072.0,16974458112.0,7215229167.0,113248351565.0,995420825.0,36633498392.0,25075110006.0,22614609869.0,137389.0,3499790500.0,4057424718.0,158093953682.0,2904367000.0,554944000.0,716421712.0,204200946518.0,0.0,389329800.0
2002,Kab,Sukoharjo,5220192327.0,17796790147.0,6835449849.0,124857279101.0,1527560685.0,45889058959.0,31361115953.0,15199407248.0,183430.0,498283000.0,7631718710.0,165900358070.0,2552021800.0,619000000.0,3481424675.0,222689982880.0,0.0,181450000.0
2003,Kab,Sukoharjo,8044203270.0,64889597394.0,5765514775.0,163002669981.0,2208874762.0,92074959939.0,47409341238.0,23813784699.0,196808.0,0.0,20901376528.0,203706800722.0,0.0,0.0,1509262184.0,336907115882.0,0.0,0.0
