year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2006,Kab,Luwu Utara,15844695366.0,117482900341.0,10973596208.0,87592483668.0,0.0,87303879789.0,77342583971.0,32488303525.0,221008.0,0.0,261150000.0,98815374098.0,0.0,0.0,2213272354.0,293902008410.0,0.0,0.0
2007,Kab,Luwu Utara,21516571951.0,129182548003.0,8547628240.0,114812018874.0,0.0,98535437494.0,76939408011.0,46973861436.0,254563.0,0.0,23526190848.0,151400144888.0,2298907326.0,0.0,7536323669.0,381048291750.0,0.0,0.0
2008,Kab,Luwu Utara,33314825693.66,124811450131.0,9840370458.66,131527454112.53,3779319481.9,125299349958.93,99311101785.0,55498237011.57,0.0,85591065.64,37901979612.0,185466356400.0,2419856477.02,0.0,3880792894.39,561848808004.0,0.0,505260127.73
2009,Kab,Luwu Utara,26755931000.0,178102018254.0,10938849500.0,163261524200.0,8095353000.0,136419860138.0,110243282280.0,70776346050.0,342143.0,141033750.0,50166848514.0,221967761589.0,2898199500.0,0.0,7698077280.0,560479910637.0,0.0,332350000.0
2010,Kab,Luwu Utara,30233307407.0,77102457174.0,11453326413.0,161057587469.0,5771545879.0,161546245175.0,133792073105.0,86627883490.0,372685.0,747330000.0,56843117457.0,258707758163.0,3536403149.0,0.0,8816475604.0,526445405900.0,0.0,322681545.0
2011,Kab,Luwu Utara,0.0,145054553372.0,0.0,0.0,0.0,0.0,169410873018.0,0.0,406300.0,0.0,32283596753.0,304263035227.0,0.0,0.0,0.0,651012058371.0,0.0,0.0
2012,Kab,Luwu Utara,50360778939.0,122968000000.0,13238217799.0,262045458166.0,11090491565.0,158561888064.0,186552000000.0,101244722230.0,523554.0,2133687143.0,36034231558.0,343459000000.0,8529560400.0,0.0,15426278405.0,689013231558.0,0.0,1432805117.0
2001,Kab,Luwu,6664685155.0,28962688812.0,2348687560.0,69648671907.0,1132605811.0,42261913799.0,23822422597.0,12816511859.0,112973.0,8612192816.0,16395080058.0,95635043817.0,121878700.0,0.0,106000000.0,164815235284.0,0.0,729872250.0
2002,Kab,Luwu,7676291479.0,28223565761.0,4683022958.0,81055242574.0,3033477143.0,48888295424.0,26378372143.0,17390706048.0,134166.0,857979450.0,22630777478.0,112104264831.0,874772671.0,0.0,312000000.0,189336980213.0,0.0,2000583650.0
2003,Kab,Luwu,8704733201.0,42424482774.0,2608510232.0,62823774019.0,550658667.0,72011990669.0,18979224373.0,9790186711.0,176724.0,0.0,9301666323.0,104023802883.0,0.0,0.0,0.0,174729176353.0,0.0,993606805.0
2004,Kab,Luwu,10775720769.0,54005295684.0,5725693431.0,65859165507.0,893083644.0,86293894882.0,37425475986.0,13631925879.0,157637.0,0.0,11842890096.0,108774835150.0,0.0,0.0,0.0,212048496916.0,0.0,1398149848.0
2006,Kab,Luwu,21145960473.0,113408745818.0,8099508120.0,82014527889.0,25800342035.0,131631857023.0,63276415701.0,28974965614.0,223645.0,0.0,23468595611.0,134993552059.0,0.0,0.0,0.0,335147309189.0,0.0,3490039449.0
2007,Kab,Luwu,25682698666.0,126341775771.0,16915249348.0,104265810135.0,30024274767.0,129340591009.0,57305592337.0,27238632044.0,236234.0,0.0,30772799950.0,174771806542.0,4009964713.0,0.0,5524670822.0,389191974600.0,0.0,3199190595.0
2008,Kab,Luwu,26181033391.51,115965473219.0,13233622072.24,128567714433.12,28738530773.83,177061535506.61,57391454252.0,34859521674.36,0.0,261424904.98,58292308901.0,223809424672.0,3515221586.85,0.0,7643470670.12,524656622920.0,0.0,2837885445.05
2009,Kab,Luwu,26359070934.0,109059805128.0,11003265314.0,176575010764.0,15416283610.0,150474199809.0,76773960438.0,43689044540.0,300203.0,0.0,40728159422.0,237527439382.0,3823335585.0,0.0,2590989183.0,464089364370.0,0.0,1820813536.0
2010,Kab,Luwu,28988250769.0,109954046445.0,10324949416.0,202628507188.0,36682471782.0,150088710480.0,81874818833.0,63532309481.0,327572.0,0.0,43989530706.0,303104764755.0,3936052012.0,0.0,2371355325.0,538923160739.0,0.0,2368091323.0
2011,Kab,Luwu,33123602162.0,161544847302.0,11469524041.0,301609943474.0,29863999540.0,161101428875.0,124977090047.0,68456868284.0,346270.0,0.0,46873509426.0,336352970519.0,4378558877.0,0.0,7309839971.0,669748417294.0,0.0,2422162841.0
2012,Kab,Luwu,26750848139.0,109453000000.0,19391907433.0,275522344713.0,23463670686.0,167636702902.0,111258000000.0,72293859201.0,433722.0,43117436.0,48725909618.0,387723000000.0,5841960039.0,0.0,9105688322.0,657159909618.0,0.0,3034726807.0
2001,Kab,Madiun,5466907079.0,23855046858.0,3527762551.0,105460269645.0,542292000.0,56386051402.0,28685577508.0,9785099630.0,110732.0,7366586650.0,8497150048.0,148823050957.0,2661427204.0,214500000.0,611501834.0,209860825370.0,0.0,150000000.0
2002,Kab,Madiun,9668754467.0,32800555219.0,6531717389.0,111412010799.0,604464400.0,58204598091.0,44847882445.0,12874974244.0,145971.0,7838412127.0,11356514724.0,146399318047.0,222500000.0,348900000.0,2660088404.0,235404270436.0,0.0,88903000.0
2003,Kab,Madiun,15144354795.0,38314271317.0,7213353946.0,130002753804.0,5543670108.0,80092256266.0,72962339579.0,17224940045.0,162266.0,0.0,13065420213.0,185948429828.0,0.0,0.0,1633479651.0,310290460937.0,0.0,0.0
2004,Kab,Madiun,12037451098.0,31991670573.0,6590525957.0,142435796614.0,7587918868.0,85686891029.0,55585884624.0,19444640699.0,156640.0,0.0,25100713050.0,204415929844.0,0.0,0.0,1439806429.0,317094198092.0,0.0,0.0
2005,Kab,Madiun,13953345777.0,42547877436.0,7299311125.0,141272196081.0,7701609597.0,87404171051.0,51212500164.0,21872026255.0,199690.0,0.0,16903694256.0,201413001693.0,0.0,0.0,1446426081.0,312077073549.0,0.0,0.0
2006,Kab,Madiun,23686854822.0,80613125049.0,9879268772.0,168590528138.0,12392999518.0,131649222164.0,80704171238.0,34296719292.0,215548.0,0.0,44911291824.0,239388874967.0,0.0,0.0,2310158003.0,445617463078.0,0.0,0.0
2007,Kab,Madiun,20327203993.0,112917118966.0,10873417136.0,199654518285.0,17270581468.0,156457196422.0,88904880270.0,44456246523.0,231759.0,124967200.0,0.0,347139985052.0,5609801841.0,0.0,5362649565.0,548961984288.0,0.0,284704667.0
2008,Kab,Madiun,22278663395.96,119018505531.0,9840905955.65,270743647249.1,14692454330.46,184712453167.8,84947058884.0,59909438134.13,0.0,133942880.53,67450162509.0,390528606946.0,8113330223.63,0.0,8771733651.78,775271165642.0,0.0,825194441.67
2009,Kab,Madiun,24168058318.0,262171663206.0,15384663132.0,275175218534.0,12479041700.0,176671327530.0,86378497616.0,58169376376.0,377832.0,30000000.0,75453822812.0,428038127302.0,6232345269.0,0.0,10750393914.0,852042110936.0,0.0,1069607500.0
2010,Kab,Madiun,24556173360.0,98512664074.0,18208790855.0,364942946464.0,8431087228.0,170284792537.0,90391527022.0,75070307965.0,339919.0,594656440.0,73029081457.0,508126602101.0,5288721137.0,0.0,10182784437.0,770059874654.0,0.0,1139384504.0
2011,Kab,Madiun,31233089907.0,120721114847.0,21916573528.0,437163870765.0,14643562648.0,172967009127.0,120517306876.0,97216177011.0,440313.0,248123700.0,66855159081.0,564624321466.0,6751032775.0,0.0,9766267776.0,872717902270.0,0.0,10096933346.0
2012,Kab,Madiun,38221144828.0,188552000000.0,20925621910.0,507147400589.0,17725473420.0,194587418409.0,122200000000.0,104028044823.0,497434.0,1078334724.0,79204115550.0,636670000000.0,9469720730.0,0.0,9275317560.0,1026626115550.0,0.0,1632883970.0
2001,Kota,Madiun,349996600.0,15467512227.0,6009821947.0,49567810284.0,980548850.0,48177530882.0,22588457902.0,5899065091.0,166359.0,4507731950.0,7943886686.0,83758660276.0,702258500.0,849071000.0,1299065164.0,129758517091.0,0.0,10000000.0
2002,Kota,Madiun,1232537194.0,57378500907.0,37150701650.0,68599156613.0,939130700.0,55731677098.0,60691905625.0,6941681156.0,204988.0,10604796655.0,8543957219.0,92645018698.0,306152400.0,1739365909.0,1345461568.0,219259382448.0,0.0,1515489100.0
2003,Kota,Madiun,1363401591.0,114777219563.0,21681272113.0,117836180565.0,516534655.0,86982530429.0,77859595795.0,12750317826.0,232526.0,11676746450.0,15348468415.0,133186385946.0,1374364522.0,5840039091.0,3734708230.0,341171669719.0,0.0,1598847900.0
2004,Kota,Madiun,1577220016.0,81515568785.0,2585816203.0,85987358132.0,7186756436.0,95315762203.0,57944569246.0,19566230204.0,229941.0,0.0,4777372097.0,133782279571.0,0.0,0.0,3260494009.0,278019789699.0,0.0,0.0
2005,Kota,Madiun,1180006566.0,54977878573.0,5999971583.0,91027813000.0,6379767329.0,90009098061.0,50158364048.0,10199411020.0,298586.0,0.0,5558394625.0,134250753049.0,0.0,0.0,3347382632.0,244945390295.0,0.0,0.0
2006,Kota,Madiun,3215522680.0,118935441346.0,2362438940.0,104435009029.0,9497283548.0,90127594364.0,22400457960.0,18191841995.0,332719.0,0.0,6924722811.0,153723598119.0,0.0,0.0,3011673493.0,301984220236.0,0.0,0.0
2007,Kota,Madiun,4920816734.0,44601848936.0,6688257335.0,117787433931.0,10155127549.0,89148452802.0,50503738754.0,18557474529.0,383975.0,0.0,5832285515.0,176241404671.0,3939668721.0,0.0,2815757877.0,277179277876.0,0.0,0.0
2008,Kota,Madiun,4947356862.59,66686634636.0,6486129985.3,133775896189.72,10180653035.98,135843571912.82,51579330300.0,24729395933.56,0.0,0.0,12949829075.0,221789675933.0,4905968246.63,0.0,2416569542.55,407104976247.0,0.0,0.0
2009,Kota,Madiun,3610685000.0,130029780199.0,7059246000.0,157488841000.0,13113970000.0,126583732000.0,60727411570.0,34643161000.0,464954.0,0.0,9838267000.0,251182339500.0,4170613000.0,0.0,2611488000.0,451777798269.0,0.0,0.0
2010,Kota,Madiun,3371074022.0,123209747855.0,8707200204.0,216518415553.0,16779723646.0,102687874098.0,63024945390.0,50915473827.0,615857.0,0.0,14842788598.0,305198468209.0,4187363807.0,0.0,3194908692.0,506275950052.0,0.0,0.0
2011,Kota,Madiun,3971581717.0,95674953766.0,12523873331.0,232044350978.0,15716987720.0,128590436436.0,71145208856.0,59608713737.0,698980.0,0.0,29143586080.0,330882323611.0,6030282044.0,0.0,2146303288.0,526846072313.0,0.0,0.0
2012,Kota,Madiun,4525009997.0,137366000000.0,12883943256.0,265531316156.0,21130669806.0,137964757242.0,83926627930.0,64947711786.0,626894.0,0.0,14207263030.0,375042109040.0,10327663616.0,0.0,4842692922.0,610542000000.0,0.0,0.0
2001,Kab,Magelang,6754220529.0,21770938756.0,11337814276.0,150544893076.0,3320022310.0,41438849632.0,38502176097.0,17744334320.0,107591.0,12179480966.0,14360539677.0,191378712761.0,0.0,752460750.0,1011862726.0,266012367291.0,0.0,1599842012.0
2003,Kab,Magelang,13757168788.0,45195017754.0,8033671945.0,182094392955.0,619710570.0,104765955628.0,70296702257.0,26941673274.0,151310.0,0.0,18837525315.0,255994359917.0,0.0,0.0,779668733.0,390323605243.0,0.0,1619475920.0
2004,Kab,Magelang,12537064768.0,46276777057.0,6925665697.0,196862385382.0,573067073.0,119659657342.0,60038066179.0,31433341597.0,143903.0,0.0,28166763941.0,283150619977.0,0.0,0.0,731654408.0,417632227154.0,0.0,1640691455.0
2005,Kab,Magelang,14358973694.0,48151043181.0,10405254403.0,204584090094.0,2800327868.0,115956043298.0,72176829675.0,35976583194.0,177178.0,0.0,39223666480.0,281444229543.0,0.0,0.0,7875276955.0,440995768879.0,0.0,3004959429.0
2006,Kab,Magelang,23800477304.0,157427460517.0,15913420632.0,267326587888.0,6029404331.0,162758140357.0,97384230336.0,57037126941.0,190780.0,0.0,22297312250.0,345257917027.0,0.0,0.0,16074104238.0,622366920130.0,0.0,4215302419.0
2007,Kab,Magelang,29086775409.0,128210808847.0,18164735588.0,311514366044.0,3612283491.0,198773098561.0,132391966517.0,77582167664.0,226226.0,0.0,73975273317.0,400325550385.0,4467345306.0,0.0,7587812813.0,734903599066.0,0.0,5107629650.0
2008,Kab,Magelang,29031641307.66,121809609633.0,23686592031.76,359518730053.1,7576237280.78,242439503479.71,138010990228.0,85493380853.38,0.0,287066492.56,93740309390.0,500066315325.0,7544217491.37,0.0,5759142531.05,976457037311.0,0.0,4399494124.48
2009,Kab,Magelang,27638167300.0,198389314963.0,19076274500.0,443272526050.0,5411718380.0,243351005900.0,96063374569.0,85511625500.0,297867.0,75471000.0,105189406200.0,554218303537.0,5255554600.0,0.0,2479013900.0,953860399269.0,0.0,3663615700.0
2010,Kab,Magelang,29616652758.0,97925510590.0,17941040181.0,504438389443.0,3514153133.0,226203299383.0,118037700040.0,99393024541.0,312484.0,0.0,99874954904.0,656219138980.0,3207534810.0,0.0,0.0,972057304514.0,0.0,5250605079.0
2011,Kab,Magelang,36196371101.0,84900125340.0,10410309625.0,555213502136.0,3929591668.0,241992755641.0,156855140776.0,106797460720.0,334549.0,0.0,111574974143.0,709046742314.0,4353445888.0,0.0,9582675773.0,1062376982573.0,0.0,5789008548.0
2012,Kab,Magelang,37079704953.0,95350817769.0,22416613863.0,581425471447.0,4234813737.0,263596654092.0,156073000000.0,126370098827.0,372414.0,0.0,110430182231.0,784646000000.0,1850019102.0,0.0,2978255683.0,1146500000000.0,0.0,6253237820.0
2001,Kota,Magelang,1382397560.0,9307745826.0,8311630413.0,37637771529.0,3958158817.0,31349431163.0,19734562098.0,14264391759.0,174899.0,2307460325.0,13631198795.0,62893145563.0,0.0,0.0,276246905.0,105566652282.0,0.0,399377976.0
2002,Kota,Magelang,1588895752.0,19646238251.0,16782983591.0,41878470489.0,3008497945.0,40142126568.0,34808427247.0,17860018434.0,241056.0,7645130703.0,18180023912.0,68932821662.0,1083475418.0,0.0,808875712.0,141567511072.0,0.0,1135483002.0
2003,Kota,Magelang,1949794731.0,41451054518.0,2117681087.0,63340783668.0,3468329659.0,53442453214.0,47522358550.0,26856535564.0,224197.0,0.0,5440852433.0,84498585243.0,0.0,0.0,647405753.0,178912850744.0,0.0,628268365.0
2004,Kota,Magelang,1782429671.0,32335731101.0,2600712833.0,59868214301.0,4295725230.0,55386730333.0,39068493564.0,30522840060.0,284891.0,0.0,7408708031.0,96600756142.0,0.0,0.0,699156426.0,175413688838.0,0.0,739284415.0
2005,Kota,Magelang,2670137941.0,22200070554.0,2836943323.0,63289955005.0,5537147436.0,56607967091.0,41734791844.0,26803810737.0,282921.0,0.0,7144148616.0,101025227837.0,0.0,0.0,665116956.0,172104238851.0,0.0,779748481.0
2006,Kota,Magelang,4188456172.0,49953721352.0,3970143823.0,79886216923.0,10506538135.0,84017565173.0,53570667453.0,32596502986.0,364537.0,0.0,6670592977.0,132278484509.0,0.0,0.0,990870197.0,242473466291.0,0.0,904788002.0
2007,Kota,Magelang,8693407868.0,74579047040.0,6244989591.0,111336789567.0,23899492373.0,82725580055.0,68204737999.0,43457653736.0,364166.0,0.0,11918515030.0,162327144914.0,4583234762.0,0.0,1186253934.0,317029444983.0,0.0,1182004972.0
2008,Kota,Magelang,6459808987.87,72451726007.0,6111568939.53,127573912373.98,14657632507.61,93393236582.89,99216400864.0,44593362451.39,0.0,0.0,13624115600.0,200832282958.0,5156471084.4,0.0,1089467371.98,449960918864.0,0.0,1093927736.29
2010,Kota,Magelang,4792664019.0,47661416232.0,8892259048.0,165022545404.0,15161236538.0,107221605962.0,79140978840.0,70957171491.0,600337.0,0.0,18167314074.0,265653640058.0,5659192239.0,0.0,0.0,410623349204.0,0.0,0.0
2011,Kota,Magelang,5788110132.0,81026847469.0,10697870123.0,184911436246.0,17596122472.0,102671957584.0,92344791122.0,85918437967.0,653741.0,0.0,13874095000.0,282165878264.0,5163077380.0,0.0,0.0,469411611855.0,0.0,1971065273.0
2012,Kota,Magelang,6252375209.0,79135573987.0,11686296911.0,207638856357.0,21658646014.0,117221175817.0,121159000000.0,111523421831.0,822501.0,0.0,8776426013.0,327278000000.0,6171628169.0,0.0,0.0,536349000000.0,0.0,0.0
2001,Kab,Magetan,10073741868.0,25491231383.0,4844414503.0,120223164011.0,1276946300.0,58787143142.0,30525521051.0,19063350523.0,114559.0,11407233414.0,25043383547.0,163751973495.0,389038300.0,636845000.0,751807914.0,244812109476.0,0.0,398201000.0
2002,Kab,Magetan,13041348113.0,27163772815.0,10952514091.0,124327889126.0,97407250.0,76892050608.0,43342126657.0,21048783476.0,157217.0,4250223434.0,33427330200.0,169012796103.0,218755220.0,947578000.0,1247988666.0,272946025776.0,0.0,1372348000.0
2003,Kab,Magetan,13038042720.0,37482863124.0,12905485425.0,151007891630.0,743699950.0,99718798211.0,56080206867.0,26263675403.0,154796.0,2837859700.0,39380471749.0,202661441066.0,488277500.0,1262396791.0,1778441720.0,335604982807.0,0.0,843448810.0
2004,Kab,Magetan,13443331644.0,45370799982.0,1817082190.0,154497011156.0,0.0,117694416155.0,35012299815.0,25670714066.0,156237.0,0.0,38805102908.0,226267499033.0,0.0,0.0,1116955292.0,345455701738.0,0.0,0.0
2005,Kab,Magetan,8817844906.0,50824208658.0,2049187102.0,157232327663.0,0.0,101384871910.0,41040280151.0,28429268456.0,180181.0,0.0,33597317170.0,228286856807.0,0.0,0.0,5283683791.0,353748662786.0,0.0,0.0
2006,Kab,Magetan,14254800884.0,130883381878.0,2608904339.0,196550053573.0,0.0,140626202194.0,67481745588.0,46439778903.0,211996.0,0.0,40803049457.0,259899005992.0,0.0,0.0,3164132291.0,499067182915.0,0.0,0.0
2007,Kab,Magetan,17988546925.0,132631089185.0,3166782584.0,240084080254.0,0.0,148844611328.0,66399050739.0,63249303022.0,233435.0,0.0,41187049710.0,326208883344.0,4173609880.0,0.0,1748512206.0,566426072978.0,0.0,0.0
2008,Kab,Magetan,22844037691.52,111033949459.0,5533782088.63,284111283948.78,2800715695.52,179407332421.34,67889398085.0,74294877764.0,0.0,4863863817.11,61108668670.0,403479632239.0,5873055578.51,0.0,3932646990.65,745612417540.0,0.0,1670040242.38
2009,Kab,Magetan,31215037137.0,253817057359.0,7801868996.0,358677580150.0,3615405400.0,171952411964.0,85128344959.0,78920955350.0,345011.0,9379072000.0,77598903904.0,453426596669.0,7181591832.0,0.0,2980852519.0,869970902891.0,0.0,1895919000.0
2010,Kab,Magetan,23365404177.0,64212256464.0,10986355779.0,409409019130.0,5564250906.0,168851657472.0,108235055637.0,95554973334.0,363156.0,1638952044.0,62098514175.0,544950543175.0,5855971152.0,0.0,3605911068.0,779496369451.0,0.0,4248988601.0
2011,Kab,Magetan,33156667813.0,147506172726.0,11291125783.0,495013792356.0,9714643686.0,175162633761.0,129908619902.0,110922336514.0,442815.0,931367050.0,63310951679.0,619652960922.0,7035789900.0,0.0,3793985475.0,960378705230.0,0.0,5592254077.0
2012,Kab,Magetan,39946950154.0,131917000000.0,15331185531.0,569831774390.0,6537823139.0,205183888054.0,129502000000.0,129334196249.0,508461.0,903827070.0,83654564062.0,719576000000.0,8856885860.0,0.0,4031785149.0,1064649564062.0,0.0,6390248740.0
2001,Kab,Majalengka,7079714239.0,20869420967.0,3586270279.0,147942915585.0,412750000.0,34311726921.0,26461020719.0,23495636221.0,118070.0,6149871708.0,6576965538.0,195328661409.0,1184621152.0,550000000.0,1666806872.0,249236068633.0,0.0,144760000.0
2002,Kab,Majalengka,17250576209.0,47222115809.0,11272693977.0,149287746360.0,2982598443.0,47943412515.0,47240473344.0,26298172940.0,162745.0,13289025718.0,8503433427.0,206189894293.0,561395000.0,2311924000.0,1352659978.0,309155916873.0,0.0,894277500.0
2003,Kab,Majalengka,20937513703.0,42453634484.0,6463108577.0,183743920016.0,476318226.0,79131892914.0,76475140909.0,30088318112.0,178093.0,0.0,20774715450.0,257033332793.0,0.0,0.0,3185239926.0,396736823636.0,0.0,0.0
2004,Kab,Majalengka,19622055234.0,37442882366.0,6362535472.0,202275834633.0,618171333.0,102099651810.0,73517528371.0,39851125951.0,163030.0,0.0,31739790005.0,286167937371.0,0.0,0.0,2357141694.0,428868138112.0,0.0,750560490.0
2005,Kab,Majalengka,22894681575.0,39065548877.0,8375929463.0,208261066341.0,0.0,107161900930.0,102119640379.0,47706815175.0,200956.0,0.0,29355647632.0,294440631905.0,0.0,0.0,3413911796.0,464981468793.0,0.0,935020021.0
2006,Kab,Majalengka,30748388085.0,89086560397.0,13077760378.0,262281538954.0,0.0,159376062436.0,172632452710.0,68258860167.0,251341.0,0.0,44386088149.0,363830963360.0,0.0,0.0,4496337029.0,669936064616.0,0.0,1420446862.0
2007,Kab,Majalengka,32603320512.0,201555244177.0,19239094288.0,314292273059.0,0.0,195388009554.0,112375036669.0,80992053148.0,269372.0,0.0,0.0,494103440521.0,7147481424.0,0.0,5160132116.0,808033721367.0,0.0,2329917118.0
2008,Kab,Majalengka,34019961408.0,149482405953.0,14997455414.68,375551359039.36,2108031035.53,215606227671.75,111418684257.0,89798399470.96,0.0,0.0,69695353659.0,552171959802.0,12277672545.85,0.0,15078292560.34,1059063326635.0,0.0,0.0
2009,Kab,Majalengka,28837000747.0,217277634263.0,14891459412.0,432276894866.0,1316871000.0,244705031989.31,121569695702.0,105751877763.9,377334.0,0.0,83235842133.0,561633720523.0,7605656960.0,0.0,16505339500.0,983716892621.0,0.0,0.0
2010,Kab,Majalengka,34179005961.0,171765220518.0,10197019648.0,550000099321.0,7611997220.0,259195145833.0,118207513780.0,125272798234.0,457866.0,0.0,102563858017.0,743592942647.0,6676120163.0,0.0,7108554819.0,1136129534962.0,0.0,0.0
2011,Kab,Majalengka,42799562887.0,195921116510.0,15663593286.0,726643965581.0,7463105319.0,220397164546.0,186053925721.0,142861594113.0,484892.0,0.0,73258564854.0,833775354601.0,6822830638.0,0.0,11290891548.0,1289008961686.0,0.0,0.0
2012,Kab,Majalengka,53426450663.0,351002000000.0,17556729300.0,768649498261.0,11478452267.0,238473926358.0,192915000000.0,166623400785.0,596898.0,0.0,46796353455.0,935208000000.0,9671135068.0,0.0,13237697341.0,1525921353455.0,0.0,0.0
2001,Kab,Majene,2880835391.0,12297079496.0,2755764792.0,36484598412.0,765530936.0,22950994671.0,15548661958.0,4431251923.0,98916.0,10695931960.0,4436324793.0,51544238102.0,230257482.0,460000000.0,453764216.0,83826304349.0,0.0,263585160.0
2002,Kab,Majene,3983486220.0,20573488851.0,5555164299.0,43845450435.0,2576117408.0,32310888851.0,27053245404.0,6828804665.0,131041.0,8381436200.0,11598437355.0,56940554646.0,193917052.0,655175000.0,971971474.0,116165726256.0,0.0,300392030.0
